signal_id	file	page_guess	signal_type	excerpt	note
SIG-001542	SOURCE_CANON/step3_canonical/page-0620.txt	0620	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 613	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001543	SOURCE_CANON/step3_canonical/page-0620.txt	0620	REFERENTIE_ZONDER_DOEL	diatas, sebelum ditaroh dilojang.	reference word without nearby table markers
SIG-001544	SOURCE_CANON/step3_canonical/page-0620.txt	0620	HOEVEELHEID_ARTEFACT	ikan emas 1 kg. tautjo 1 Ons	number followed by Ons/ons
SIG-001545	SOURCE_CANON/step3_canonical/page-0621.txt	0621	ABRUPTE_START	bawang putih 2 siung gula putih 2 sdt.	first non-empty line starts with lowercase
SIG-001546	SOURCE_CANON/step3_canonical/page-0621.txt	0621	ABRUPT_END	614 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001547	SOURCE_CANON/step3_canonical/page-0621.txt	0621	HOEVEELHEID_ARTEFACT	pelepah bentul 3 btg. udang 72 Ons	number followed by Ons/ons
SIG-001548	SOURCE_CANON/step3_canonical/page-0621.txt	0621	HOEVEELHEID_ARTEFACT	daging babi V2 kg.	letter+digit before unit
SIG-001549	SOURCE_CANON/step3_canonical/page-0622.txt	0622	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 615	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001550	SOURCE_CANON/step3_canonical/page-0622.txt	0622	HOEVEELHEID_ARTEFACT	daging giling 2 Ons	number followed by Ons/ons
SIG-001551	SOURCE_CANON/step3_canonical/page-0623.txt	0623	ABRUPTE_START	mundjung.	first non-empty line starts with lowercase
SIG-001552	SOURCE_CANON/step3_canonical/page-0623.txt	0623	HOEVEELHEID_ARTEFACT	lombok 2 bh. salam 5 Ibr.	number followed by Ibr/It
SIG-001553	SOURCE_CANON/step3_canonical/page-0623.txt	0623	HOEVEELHEID_ARTEFACT	6. Tiap bungkusan diisi £ 5 potong daging ajam dan kuah, lalu	currency symbol near number
SIG-001554	SOURCE_CANON/step3_canonical/page-0624.txt	0624	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 617	last non-empty line lacks terminal punctuation
SIG-001555	SOURCE_CANON/step3_canonical/page-0624.txt	0624	REFERENTIE_ZONDER_DOEL	digoreng berikut bawang goreng.	reference word without nearby table markers
SIG-001556	SOURCE_CANON/step3_canonical/page-0624.txt	0624	HOEVEELHEID_ARTEFACT	djagung muda 2 bh. air 34 It.	number followed by Ibr/It
SIG-001557	SOURCE_CANON/step3_canonical/page-0625.txt	0625	ABRUPT_END	618 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001558	SOURCE_CANON/step3_canonical/page-0625.txt	0625	HOEVEELHEID_ARTEFACT	bunga durian 1 Ons	number followed by Ons/ons
SIG-001559	SOURCE_CANON/step3_canonical/page-0625.txt	0625	HOEVEELHEID_ARTEFACT	udang 1/2 Ons	number followed by Ons/ons
SIG-001560	SOURCE_CANON/step3_canonical/page-0625.txt	0625	HOEVEELHEID_ARTEFACT	salam 2 Ibr. kejap 3 sdm.	number followed by Ibr/It
SIG-001561	SOURCE_CANON/step3_canonical/page-0626.txt	0626	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 619	last non-empty line lacks terminal punctuation
SIG-001562	SOURCE_CANON/step3_canonical/page-0627.txt	0627	ABRUPT_END	620 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001563	SOURCE_CANON/step3_canonical/page-0628.txt	0628	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 621	last non-empty line lacks terminal punctuation
SIG-001564	SOURCE_CANON/step3_canonical/page-0628.txt	0628	HOEVEELHEID_ARTEFACT	lombok merah 3 bh. daun salam 1 Ibr.	number followed by Ibr/It
SIG-001565	SOURCE_CANON/step3_canonical/page-0629.txt	0629	ABRUPT_END	622 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001566	SOURCE_CANON/step3_canonical/page-0629.txt	0629	REFERENTIE_ZONDER_DOEL	3. Telur dikotjok, disiram diatas kol djangan dibalik sebelum	reference word without nearby table markers
SIG-001567	SOURCE_CANON/step3_canonical/page-0630.txt	0630	ABRUPTE_START	bawang putih 4 siung garam 1 sdm.	first non-empty line starts with lowercase
SIG-001568	SOURCE_CANON/step3_canonical/page-0630.txt	0630	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 623	last non-empty line lacks terminal punctuation
SIG-001569	SOURCE_CANON/step3_canonical/page-0631.txt	0631	ABRUPT_END	624 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001570	SOURCE_CANON/step3_canonical/page-0632.txt	0632	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 625	last non-empty line lacks terminal punctuation
SIG-001571	SOURCE_CANON/step3_canonical/page-0632.txt	0632	HOEVEELHEID_ARTEFACT	taoge 1 0Ons minjak goreng 2 sdm.	number followed by Ons/ons
SIG-001572	SOURCE_CANON/step3_canonical/page-0633.txt	0633	ABRUPT_END	626 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001573	SOURCE_CANON/step3_canonical/page-0633.txt	0633	HOEVEELHEID_ARTEFACT	tahu besar 2 pt. udang /2 Ons	number followed by Ons/ons
SIG-001574	SOURCE_CANON/step3_canonical/page-0633.txt	0633	HOEVEELHEID_ARTEFACT	kapri 1 Ons	number followed by Ons/ons
SIG-001575	SOURCE_CANON/step3_canonical/page-0634.txt	0634	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 627	last non-empty line lacks terminal punctuation
SIG-001576	SOURCE_CANON/step3_canonical/page-0635.txt	0635	ABRUPT_END	628 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001577	SOURCE_CANON/step3_canonical/page-0635.txt	0635	HOEVEELHEID_ARTEFACT	udang 2 Ons	number followed by Ons/ons
SIG-001578	SOURCE_CANON/step3_canonical/page-0635.txt	0635	HOEVEELHEID_ARTEFACT	bawang putih 2 siung salam 1 Ibr.	number followed by Ibr/It
SIG-001579	SOURCE_CANON/step3_canonical/page-0635.txt	0635	HOEVEELHEID_ARTEFACT	udang 1 Ons air 2 gls.	number followed by Ons/ons
SIG-001580	SOURCE_CANON/step3_canonical/page-0635.txt	0635	HOEVEELHEID_ARTEFACT	ketjambah 2 Ons petai 5 mata	number followed by Ons/ons
SIG-001581	SOURCE_CANON/step3_canonical/page-0636.txt	0636	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 629	last non-empty line lacks terminal punctuation
SIG-001582	SOURCE_CANON/step3_canonical/page-0636.txt	0636	HOEVEELHEID_ARTEFACT	bawang merah 5 bh. daun salam 1 Ibr.	number followed by Ibr/It
SIG-001583	SOURCE_CANON/step3_canonical/page-0637.txt	0637	ABRUPT_END	630 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001584	SOURCE_CANON/step3_canonical/page-0637.txt	0637	HOEVEELHEID_ARTEFACT	bawang merah 1/2 Ons kentjur y2 rdj.	number followed by Ons/ons
SIG-001585	SOURCE_CANON/step3_canonical/page-0637.txt	0637	HOEVEELHEID_ARTEFACT	lombok merah 5 bh. salam 2 Ibr.	number followed by Ibr/It
SIG-001586	SOURCE_CANON/step3_canonical/page-0637.txt	0637	HOEVEELHEID_ARTEFACT	katjang pandjang 1 ikt. taoge kedele 1 Ons	number followed by Ons/ons
SIG-001587	SOURCE_CANON/step3_canonical/page-0638.txt	0638	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 63I	last non-empty line lacks terminal punctuation
SIG-001588	SOURCE_CANON/step3_canonical/page-0638.txt	0638	HOEVEELHEID_ARTEFACT	daun sawi hidjau 1ikt. taoge 1 Ons	number followed by Ons/ons
SIG-001589	SOURCE_CANON/step3_canonical/page-0638.txt	0638	HOEVEELHEID_ARTEFACT	daun kentjur jang muda 40 Ibr. kelapa a btr.	number followed by Ibr/It
SIG-001590	SOURCE_CANON/step3_canonical/page-0639.txt	0639	ABRUPT_END	632 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001591	SOURCE_CANON/step3_canonical/page-0639.txt	0639	HOEVEELHEID_ARTEFACT	1. Daun kentjur ditjutji, diiris tipis £ 3 mm dan direbus hingga	currency symbol near number
SIG-001592	SOURCE_CANON/step3_canonical/page-0640.txt	0640	ABRUPTE_START	bunga pisang kepok 2 bh. minjak goreng 2 sdm.	first non-empty line starts with lowercase
SIG-001593	SOURCE_CANON/step3_canonical/page-0640.txt	0640	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 633	last non-empty line lacks terminal punctuation
SIG-001594	SOURCE_CANON/step3_canonical/page-0641.txt	0641	ABRUPT_END	634 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001595	SOURCE_CANON/step3_canonical/page-0642.txt	0642	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 635	last non-empty line lacks terminal punctuation
SIG-001596	SOURCE_CANON/step3_canonical/page-0644.txt	0644	ABRUPT_END	BAGIAN V	last non-empty line lacks terminal punctuation
SIG-001597	SOURCE_CANON/step3_canonical/page-0645.txt	0645	ABRUPT_END	638 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001598	SOURCE_CANON/step3_canonical/page-0645.txt	0645	HOEVEELHEID_ARTEFACT	bawang putih 5 siung daun salam 4 Ibr.	number followed by Ibr/It
SIG-001599	SOURCE_CANON/step3_canonical/page-0645.txt	0645	HOEVEELHEID_ARTEFACT	bawang putih 10 siung salam 2 Ibr.	number followed by Ibr/It
SIG-001600	SOURCE_CANON/step3_canonical/page-0646.txt	0646	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 639	last non-empty line lacks terminal punctuation
SIG-001601	SOURCE_CANON/step3_canonical/page-0647.txt	0647	ABRUPT_END	640 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001602	SOURCE_CANON/step3_canonical/page-0647.txt	0647	HOEVEELHEID_ARTEFACT	daun salam 3 Ibr. air kelapa 2 gls.	number followed by Ibr/It
SIG-001603	SOURCE_CANON/step3_canonical/page-0647.txt	0647	HOEVEELHEID_ARTEFACT	ketumbar 1 sdt. daun salam 2 Ibr.	number followed by Ibr/It
SIG-001604	SOURCE_CANON/step3_canonical/page-0648.txt	0648	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 641	last non-empty line lacks terminal punctuation
SIG-001605	SOURCE_CANON/step3_canonical/page-0648.txt	0648	REFERENTIE_ZONDER_DOEL	ditaburkan diatas serta diberi peresan djeruk dan ketjap.	reference word without nearby table markers
SIG-001606	SOURCE_CANON/step3_canonical/page-0649.txt	0649	ABRUPT_END	642 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001607	SOURCE_CANON/step3_canonical/page-0650.txt	0650	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 643	last non-empty line lacks terminal punctuation
SIG-001608	SOURCE_CANON/step3_canonical/page-0650.txt	0650	HOEVEELHEID_ARTEFACT	taoge 1/2 Ons minjak goreng  1gls.	number followed by Ons/ons
SIG-001609	SOURCE_CANON/step3_canonical/page-0651.txt	0651	ABRUPT_END	644 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001610	SOURCE_CANON/step3_canonical/page-0652.txt	0652	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 645	last non-empty line lacks terminal punctuation
SIG-001611	SOURCE_CANON/step3_canonical/page-0653.txt	0653	ABRUPT_END	646 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001612	SOURCE_CANON/step3_canonical/page-0653.txt	0653	HOEVEELHEID_ARTEFACT	tahu 5 ptg. tomat 212 Ons	number followed by Ons/ons
SIG-001613	SOURCE_CANON/step3_canonical/page-0653.txt	0653	REFERENTIE_ZONDER_DOEL	5. Tahu, telur dan bumbu? diatas diaduk menjadi satu, dibuat	reference word without nearby table markers
SIG-001614	SOURCE_CANON/step3_canonical/page-0653.txt	0653	REFERENTIE_ZONDER_DOEL	dadar jang agak tebal, di-potong? ditaruh diatas piring.	reference word without nearby table markers
SIG-001615	SOURCE_CANON/step3_canonical/page-0653.txt	0653	HOEVEELHEID_ARTEFACT	daging kambing W2 kg. margarine 1 sdm.	letter+digit before unit
SIG-001616	SOURCE_CANON/step3_canonical/page-0654.txt	0654	ABRUPTE_START	bawang putih 3 siung ketjap 2 sdm.	first non-empty line starts with lowercase
SIG-001617	SOURCE_CANON/step3_canonical/page-0654.txt	0654	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 647	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001618	SOURCE_CANON/step3_canonical/page-0655.txt	0655	ABRUPTE_START	bawang putih 6 siung daun salam 2 Ibr.	first non-empty line starts with lowercase
SIG-001619	SOURCE_CANON/step3_canonical/page-0655.txt	0655	ABRUPT_END	648 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001620	SOURCE_CANON/step3_canonical/page-0655.txt	0655	HOEVEELHEID_ARTEFACT	bawang putih 6 siung daun salam 2 Ibr.	number followed by Ibr/It
SIG-001621	SOURCE_CANON/step3_canonical/page-0656.txt	0656	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 649	last non-empty line lacks terminal punctuation
SIG-001622	SOURCE_CANON/step3_canonical/page-0656.txt	0656	HOEVEELHEID_ARTEFACT	2. Ikan dibersihkan, kepala dan ekor dibuang, di-potong? (£ 3	currency symbol near number
SIG-001623	SOURCE_CANON/step3_canonical/page-0657.txt	0657	ABRUPT_END	650 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001624	SOURCE_CANON/step3_canonical/page-0657.txt	0657	HOEVEELHEID_ARTEFACT	2. Daging di-potong? tipis £ 72 cm tipisnja, dipotong melebar.	currency symbol near number
SIG-001625	SOURCE_CANON/step3_canonical/page-0658.txt	0658	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 6SI	last non-empty line lacks terminal punctuation
SIG-001626	SOURCE_CANON/step3_canonical/page-0659.txt	0659	ABRUPT_END	652 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001627	SOURCE_CANON/step3_canonical/page-0659.txt	0659	HOEVEELHEID_ARTEFACT	bawang putih 4 siung salam 2 Ibr.	number followed by Ibr/It
SIG-001628	SOURCE_CANON/step3_canonical/page-0660.txt	0660	ABRUPTE_START	minjak goreng 12 tikr. air 1 tjkr.	first non-empty line starts with lowercase
SIG-001629	SOURCE_CANON/step3_canonical/page-0660.txt	0660	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 653	last non-empty line lacks terminal punctuation
SIG-001630	SOURCE_CANON/step3_canonical/page-0660.txt	0660	REFERENTIE_ZONDER_DOEL	isinja : lihat resep selada campur djagung	reference word without nearby table markers
SIG-001631	SOURCE_CANON/step3_canonical/page-0661.txt	0661	ABRUPT_END	654 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001632	SOURCE_CANON/step3_canonical/page-0662.txt	0662	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 655	last non-empty line lacks terminal punctuation
SIG-001633	SOURCE_CANON/step3_canonical/page-0662.txt	0662	HOEVEELHEID_ARTEFACT	udang basah 2 Ons minjak goreng 12 gls.	number followed by Ons/ons
SIG-001634	SOURCE_CANON/step3_canonical/page-0662.txt	0662	HOEVEELHEID_ARTEFACT	bawang merah 5 bh. salam 2 Ibr.	number followed by Ibr/It
SIG-001635	SOURCE_CANON/step3_canonical/page-0662.txt	0662	HOEVEELHEID_ARTEFACT	5. Ikan dimasukkan, dibiarkan £ 10 menit.	currency symbol near number
SIG-001636	SOURCE_CANON/step3_canonical/page-0663.txt	0663	ABRUPT_END	656 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001637	SOURCE_CANON/step3_canonical/page-0663.txt	0663	HOEVEELHEID_ARTEFACT	bawang merah 8 bh. salam 3 Ibr.	number followed by Ibr/It
SIG-001638	SOURCE_CANON/step3_canonical/page-0663.txt	0663	HOEVEELHEID_ARTEFACT	bawang putih 2 siung gula merah 2 Ons	number followed by Ons/ons
SIG-001639	SOURCE_CANON/step3_canonical/page-0663.txt	0663	HOEVEELHEID_ARTEFACT	kentang 10Ons minjak goreng  V2 gelas	number followed by Ons/ons
SIG-001640	SOURCE_CANON/step3_canonical/page-0664.txt	0664	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 657	last non-empty line lacks terminal punctuation
SIG-001641	SOURCE_CANON/step3_canonical/page-0665.txt	0665	ABRUPT_END	658 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001642	SOURCE_CANON/step3_canonical/page-0666.txt	0666	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 659	last non-empty line lacks terminal punctuation
SIG-001643	SOURCE_CANON/step3_canonical/page-0666.txt	0666	HOEVEELHEID_ARTEFACT	tautjo 1 Ons	number followed by Ons/ons
SIG-001644	SOURCE_CANON/step3_canonical/page-0666.txt	0666	HOEVEELHEID_ARTEFACT	bawang putih 5 siung daun salam 1 Ibr.	number followed by Ibr/It
SIG-001645	SOURCE_CANON/step3_canonical/page-0667.txt	0667	ABRUPT_END	660 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001646	SOURCE_CANON/step3_canonical/page-0667.txt	0667	HOEVEELHEID_ARTEFACT	lada halus 1 Sdt. mentega 1 Ons	number followed by Ons/ons
SIG-001647	SOURCE_CANON/step3_canonical/page-0668.txt	0668	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 661	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001648	SOURCE_CANON/step3_canonical/page-0669.txt	0669	ABRUPTE_START	irisan ham (daging babi) 2 Ons	first non-empty line starts with lowercase
SIG-001649	SOURCE_CANON/step3_canonical/page-0669.txt	0669	ABRUPT_END	662 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001650	SOURCE_CANON/step3_canonical/page-0669.txt	0669	HOEVEELHEID_ARTEFACT	irisan ham (daging babi) 2 Ons	number followed by Ons/ons
SIG-001651	SOURCE_CANON/step3_canonical/page-0670.txt	0670	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 663	last non-empty line lacks terminal punctuation
SIG-001652	SOURCE_CANON/step3_canonical/page-0670.txt	0670	HOEVEELHEID_ARTEFACT	lebar 50 Ibr. minjak goreng 1 gls.	number followed by Ibr/It
SIG-001653	SOURCE_CANON/step3_canonical/page-0671.txt	0671	ABRUPT_END	664 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001654	SOURCE_CANON/step3_canonical/page-0672.txt	0672	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 665	last non-empty line lacks terminal punctuation
SIG-001655	SOURCE_CANON/step3_canonical/page-0672.txt	0672	HOEVEELHEID_ARTEFACT	tempe 4 potong katjang tanah 1 Ons	number followed by Ons/ons
SIG-001656	SOURCE_CANON/step3_canonical/page-0672.txt	0672	HOEVEELHEID_ARTEFACT	taoge 1 Ons minjak 3 sdm.	number followed by Ons/ons
SIG-001657	SOURCE_CANON/step3_canonical/page-0673.txt	0673	ABRUPT_END	666 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001658	SOURCE_CANON/step3_canonical/page-0673.txt	0673	HOEVEELHEID_ARTEFACT	kedele V2 kg. telur ajam 1 btr.	letter+digit before unit
SIG-001659	SOURCE_CANON/step3_canonical/page-0673.txt	0673	HOEVEELHEID_ARTEFACT	lombok merah 2 bh. daun jeruk purut 2 Ibr.	number followed by Ibr/It
SIG-001660	SOURCE_CANON/step3_canonical/page-0674.txt	0674	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 667	last non-empty line lacks terminal punctuation
SIG-001661	SOURCE_CANON/step3_canonical/page-0675.txt	0675	ABRUPT_END	668 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001662	SOURCE_CANON/step3_canonical/page-0675.txt	0675	HOEVEELHEID_ARTEFACT	tepung beras 1 Ons	number followed by Ons/ons
SIG-001663	SOURCE_CANON/step3_canonical/page-0676.txt	0676	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 669	last non-empty line lacks terminal punctuation
SIG-001664	SOURCE_CANON/step3_canonical/page-0677.txt	0677	ABRUPT_END	670 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001665	SOURCE_CANON/step3_canonical/page-0678.txt	0678	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 671	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001666	SOURCE_CANON/step3_canonical/page-0679.txt	0679	ABRUPTE_START	lombok merah 5 bdj. ketumbar 1 sdt.	first non-empty line starts with lowercase
SIG-001667	SOURCE_CANON/step3_canonical/page-0679.txt	0679	ABRUPT_END	672 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001668	SOURCE_CANON/step3_canonical/page-0680.txt	0680	ABRUPTE_START	bawang putih 2 siung lada hitam 2 sdt.	first non-empty line starts with lowercase
SIG-001669	SOURCE_CANON/step3_canonical/page-0680.txt	0680	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 673	last non-empty line lacks terminal punctuation
SIG-001670	SOURCE_CANON/step3_canonical/page-0681.txt	0681	ABRUPT_END	674 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001671	SOURCE_CANON/step3_canonical/page-0682.txt	0682	ABRUPTE_START	putih, prei, seledri, daging giling, garam dan lada.	first non-empty line starts with lowercase
SIG-001672	SOURCE_CANON/step3_canonical/page-0682.txt	0682	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 675	last non-empty line lacks terminal punctuation
SIG-001673	SOURCE_CANON/step3_canonical/page-0683.txt	0683	ABRUPT_END	676 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001674	SOURCE_CANON/step3_canonical/page-0683.txt	0683	HOEVEELHEID_ARTEFACT	kentang V2 kg. telur 2 btr.	letter+digit before unit
SIG-001675	SOURCE_CANON/step3_canonical/page-0683.txt	0683	HOEVEELHEID_ARTEFACT	daging 2 Ons minjak kelapa 1 gls.	number followed by Ons/ons
SIG-001676	SOURCE_CANON/step3_canonical/page-0684.txt	0684	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 677	last non-empty line lacks terminal punctuation
SIG-001677	SOURCE_CANON/step3_canonical/page-0684.txt	0684	HOEVEELHEID_ARTEFACT	daun salam 2 Ibr. gula djawa 4 Ons	number followed by Ons/ons
SIG-001678	SOURCE_CANON/step3_canonical/page-0684.txt	0684	REFERENTIE_ZONDER_DOEL	2. Ditjampur dengan adonan diatas	reference word without nearby table markers
SIG-001679	SOURCE_CANON/step3_canonical/page-0684.txt	0684	HOEVEELHEID_ARTEFACT	lombok merah/ minjak goreng 4 It.	number followed by Ibr/It
SIG-001680	SOURCE_CANON/step3_canonical/page-0684.txt	0684	REFERENTIE_ZONDER_DOEL	pergedel diatas kemudian digoreng.	reference word without nearby table markers
SIG-001681	SOURCE_CANON/step3_canonical/page-0685.txt	0685	ABRUPT_END	678 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001682	SOURCE_CANON/step3_canonical/page-0685.txt	0685	HOEVEELHEID_ARTEFACT	tepung kandji 2 sdm. daun kutjai 10 Ibr.	number followed by Ibr/It
SIG-001683	SOURCE_CANON/step3_canonical/page-0686.txt	0686	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 679	last non-empty line lacks terminal punctuation
SIG-001684	SOURCE_CANON/step3_canonical/page-0686.txt	0686	HOEVEELHEID_ARTEFACT	daging 1 0Ons minjak goreng  1gls.	number followed by Ons/ons
SIG-001685	SOURCE_CANON/step3_canonical/page-0687.txt	0687	ABRUPT_END	680 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-001686	SOURCE_CANON/step3_canonical/page-0687.txt	0687	HOEVEELHEID_ARTEFACT	telur ajam V2 kg.	letter+digit before unit
SIG-001687	SOURCE_CANON/step3_canonical/page-0688.txt	0688	ABRUPTE_START	lombok merah 2 bh. daun djeruk purut 1 Ibr.	first non-empty line starts with lowercase
SIG-001688	SOURCE_CANON/step3_canonical/page-0688.txt	0688	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 681	last non-empty line lacks terminal punctuation
SIG-001689	SOURCE_CANON/step3_canonical/page-0688.txt	0688	HOEVEELHEID_ARTEFACT	lombok merah 2 bh. daun djeruk purut 1 Ibr.	number followed by Ibr/It
SIG-001690	SOURCE_CANON/step3_canonical/page-0688.txt	0688	HOEVEELHEID_ARTEFACT	daging 1Ons soun 1ikat	number followed by Ons/ons
SIG-001691	SOURCE_CANON/step3_canonical/page-0689.txt	0689	ABRUPT_END	682 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001692	SOURCE_CANON/step3_canonical/page-0690.txt	0690	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 683	last non-empty line lacks terminal punctuation
SIG-001693	SOURCE_CANON/step3_canonical/page-0691.txt	0691	ABRUPT_END	684 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001694	SOURCE_CANON/step3_canonical/page-0691.txt	0691	HOEVEELHEID_ARTEFACT	tepung beras 1 Ons minjak kelapa 1 gls.	number followed by Ons/ons
SIG-001695	SOURCE_CANON/step3_canonical/page-0692.txt	0692	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 685	last non-empty line lacks terminal punctuation
SIG-001696	SOURCE_CANON/step3_canonical/page-0692.txt	0692	HOEVEELHEID_ARTEFACT	1. Daging ditjutji, dipotong persegi £ 3 cm.	currency symbol near number
SIG-001697	SOURCE_CANON/step3_canonical/page-0692.txt	0692	HOEVEELHEID_ARTEFACT	bawang putih 4 Siung daun salam 2 Ibr.	number followed by Ibr/It
SIG-001698	SOURCE_CANON/step3_canonical/page-0693.txt	0693	ABRUPT_END	686 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001699	SOURCE_CANON/step3_canonical/page-0693.txt	0693	HOEVEELHEID_ARTEFACT	Masakan ini boleh juga ditjampur katjang merah £ 1 oOns.	currency symbol near number
SIG-001700	SOURCE_CANON/step3_canonical/page-0693.txt	0693	HOEVEELHEID_ARTEFACT	bawang putih 2 siung daun salam 2 Ibr.	number followed by Ibr/It
SIG-001701	SOURCE_CANON/step3_canonical/page-0694.txt	0694	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 687	last non-empty line lacks terminal punctuation
SIG-001702	SOURCE_CANON/step3_canonical/page-0694.txt	0694	HOEVEELHEID_ARTEFACT	daun kunjit 1 Ibr. garam setjukupnja	number followed by Ibr/It
SIG-001703	SOURCE_CANON/step3_canonical/page-0694.txt	0694	HOEVEELHEID_ARTEFACT	daun kunjit 172 Ibr.	number followed by Ibr/It
SIG-001704	SOURCE_CANON/step3_canonical/page-0695.txt	0695	ABRUPT_END	688 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-001705	SOURCE_CANON/step3_canonical/page-0695.txt	0695	HOEVEELHEID_ARTEFACT	bawang putih 2 siung daun kunjit 12 Ibr.	number followed by Ibr/It
SIG-001706	SOURCE_CANON/step3_canonical/page-0696.txt	0696	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 689	last non-empty line lacks terminal punctuation
